p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
8.54158911653786e-05,0.515660578733604,0.879,0.642,0.170831782330757,Type7,Pggt1b
8.80485367756833e-05,0.305591991296727,0.89,0.798,0.176097073551367,Type7,Luzp2
0.000110019582293466,0.40083602466097,0.451,0.683,0.220039164586932,Type7,Sec62
0.000118047467054914,0.609768881263535,0.277,0.178,0.236094934109828,Type7,Zfp536
0.000142828503939083,0.321284156876976,0.838,0.649,0.285657007878166,Type7,Mttp
0.000172894912735101,0.452004989861792,0.225,0.327,0.345789825470203,Type7,Sema6d
0.000194173452516571,0.36749611714526,0.659,0.449,0.388346905033141,Type7,Cilk1
0.000195420645680864,0.257823308675365,0.769,0.543,0.390841291361728,Type7,Zkscan1
0.000201338691882301,0.398594590273216,0.474,0.692,0.402677383764602,Type7,mt-Co1
0.000205316033758743,0.435584791043116,0.827,0.551,0.410632067517486,Type7,Ctnnal1
0.000231039410056914,0.380373503674981,0.751,0.576,0.462078820113828,Type7,Spcs2
0.000308617254464393,0.642133625283484,0.844,0.64,0.617234508928786,Type7,Rplp1
0.000383504841769751,0.46090124778106,0.902,0.739,0.767009683539501,Type7,Gkap1
0.000513058210314004,0.471992932523266,0.879,0.652,1,Type7,Fau
0.000674056022936387,0.500449791535548,0.63,0.449,1,Type7,Jun
0.000676208283800236,0.715528010097538,0.925,0.711,1,Type7,Arhgap5
0.000725937753919113,0.272813905178401,0.416,0.541,1,Type7,Hsp90b1
0.0010553951617981,0.351072669202366,0.734,0.506,1,Type7,Nucks1
0.0012089467868058,0.562643346938642,0.41,0.545,1,Type7,mt-Nd4
0.00121149100063271,0.753137974188681,0.324,0.246,1,Type7,Adgrl2
0.00138358775687122,0.373566734356462,0.879,0.708,1,Type7,Mgll
0.00164342217215692,0.367867985246334,0.445,0.57,1,Type7,Dock3
0.00173734311337155,0.311812386457975,0.462,0.664,1,Type7,Dgkh
0.00179230898219419,0.491922494310273,0.954,0.978,1,Type7,Actb
0.00192885211007187,0.254762004143154,0.543,0.585,1,Type7,Emc7
0.00193821247851574,0.845055349395957,0.786,0.65,1,Type7,mt-Co2
0.00217741895364919,0.490600619911347,0.387,0.235,1,Type7,Samd4
0.00236035014378886,0.312477298619799,0.566,0.785,1,Type7,Phip
0.00264479016261955,0.307713495915818,0.301,0.428,1,Type7,Kcnb2
0.00300890543474673,0.493155578087799,0.647,0.435,1,Type7,Pou3f3
0.00359240868041575,0.280219816142832,0.584,0.77,1,Type7,Ntsr2
0.00412642551340755,0.302149828403403,0.89,0.923,1,Type7,Mef2a
0.00435030802340434,0.358438995436718,0.728,0.723,1,Type7,Ptpre
0.00450658144476086,0.32238746676119,0.838,0.647,1,Type7,Sowaha
0.00477826949171149,0.448568189970309,0.855,0.722,1,Type7,Tgs1
0.00478171711902443,0.575074349069921,0.838,0.646,1,Type7,Fut9
0.00492338547438693,0.694790673919044,0.399,0.441,1,Type7,Cald1
0.00493374559110821,0.299106274265096,0.734,0.497,1,Type7,Brwd3
0.00531899812009756,0.320075154317856,0.902,0.951,1,Type7,Tmem108
0.00539048656164446,0.413898577433323,0.543,0.365,1,Type7,Hlf
0.00706235037996156,0.529112952435822,0.913,0.809,1,Type7,Pid1
0.00706500745854645,0.625984746027323,0.919,0.83,1,Type7,Dnm3
0.00787028773812998,0.648215888080744,0.803,0.61,1,Type7,Tnr
0.00910237526126384,0.519435173543916,0.879,0.779,1,Type7,Pdcd4
0.00947483800750045,0.278940838007999,0.532,0.73,1,Type7,Klf9
