"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Usp12",4.02643116546315e-05,0.371113741745747,0.322,0.241,0.73808509694105
"Ash1l",4.06005399847561e-05,0.137082314386372,0.649,0.527,0.744248498460565
"Ccdc88c",4.22393454785937e-05,0.363164397341446,0.31,0.232,0.774289441968101
"Lsamp",4.23104915591816e-05,-0.11865399309737,0.988,0.988,0.775593620771357
"Rpl38",4.26176218928989e-05,0.105096836773211,0.554,0.433,0.78122362691873
"Arf5",4.29887690714202e-05,0.303937827612604,0.386,0.297,0.788027125848204
"Atp5o.1",4.60243267130588e-05,0.397020451350646,0.321,0.235,0.843671932977081
"Atp6v1b2",4.62524868564985e-05,0.17549321283298,0.555,0.451,0.847854336566474
"Rps9",4.710995352158e-05,0.417636811406973,0.393,0.304,0.863572558004083
"Crtc3",4.81676928609986e-05,0.308442665079898,0.426,0.342,0.882961977834965
"Man1a2",4.88362440309643e-05,0.180193053623501,0.623,0.48,0.895217189331607
"Camk4",4.92120287606991e-05,0.178600848471127,0.569,0.432,0.902105699212376
"Adarb1",4.94254925700575e-05,0.29653903416127,0.467,0.37,0.906018704301724
"Arglu1",5.04592216598114e-05,0.10057239591348,0.7,0.586,0.924967992246002
"Slc25a12",5.06304170348913e-05,0.170653397129691,0.483,0.396,0.928106174666592
"Peli1",5.15704601895262e-05,0.360289652009531,0.438,0.352,0.945338105734205
"Gmds",5.18213279539237e-05,0.272200458912011,0.494,0.385,0.949936762723375
"Tcf25",5.20215412378007e-05,0.173329533751759,0.529,0.429,0.953606872430125
"Sorl1",5.21526951647302e-05,0.211209223873966,0.608,0.498,0.95601105506467
"Srpr",5.28129381797498e-05,0.286365876128668,0.363,0.282,0.968113969772993
"Epha10",5.40885606847939e-05,0.408171715237979,0.385,0.297,0.991497405912958
"Ncam2",5.45091083745077e-05,-0.422718045097471,0.64,0.652,0.9992064656131
"Sub1",5.48628567200395e-05,0.276793059219172,0.471,0.372,1
"Gtf3c3",5.52049777644429e-05,0.329149700529358,0.31,0.231,1
"Ube2g1",5.55944007669283e-05,0.205805432401308,0.45,0.359,1
"Psip1",5.60080723640046e-05,0.272718514903627,0.591,0.488,1
"Otulin",5.60455268404923e-05,0.34206161560174,0.427,0.343,1
"Inpp4a",5.64124305339432e-05,0.144761682172328,0.431,0.338,1
"Dip2b",5.72589207646463e-05,0.185883516069697,0.568,0.455,1
"Sergef",5.93421148051311e-05,0.367294261277426,0.415,0.328,1
"Atxn7l1",5.943277485454e-05,0.270283810305222,0.456,0.363,1
"Lnpep",5.98308392185176e-05,0.22754203971755,0.51,0.416,1
"Atp6ap1",6.12659372234333e-05,0.397079415445136,0.311,0.234,1
"Slc23a2",6.24498767108753e-05,0.315363654750494,0.487,0.391,1
"Wsb1",6.27215032447448e-05,0.428522287740181,0.321,0.249,1
"Akap8l",6.59968897090497e-05,0.149621632857573,0.589,0.478,1
"Angptl2",6.63157403282491e-05,0.332059639172687,0.383,0.297,1
"Mecr",6.63313595272106e-05,0.39140689722521,0.336,0.256,1
"Mef2c",6.64338605074513e-05,0.198428907985714,0.438,0.333,1
"St8sia6",6.70436582246395e-05,0.588795816530364,0.289,0.214,1
"Atl1",6.79921252590017e-05,0.190579133357685,0.428,0.345,1
"Rapgef6",7.07566855921144e-05,0.245319455347691,0.598,0.5,1
"Camta2",7.14368069148938e-05,0.219437251939934,0.518,0.412,1
"Dtnb",7.23255506531122e-05,0.21981077124067,0.623,0.516,1
"Rap1gap",7.26604658608522e-05,0.322343935557033,0.396,0.32,1
"Gcnt7",7.27119875118951e-05,0.376169073516973,0.263,0.193,1
"Sh3d19",7.28759552470269e-05,0.461231654161911,0.473,0.388,1
"Mfn1",7.29397402401291e-05,0.625416379143573,0.281,0.204,1
"3110021N24Rik",7.3801490779954e-05,0.271668019016309,0.443,0.354,1
"Taf1d",7.39144136864692e-05,0.408643829935456,0.398,0.315,1
"Agps",7.46037348098621e-05,0.469330142895369,0.295,0.216,1
"Nrgn",7.54696441983111e-05,-0.347310659304932,0.693,0.731,1
"Zranb2",7.57131229029471e-05,0.19166387084791,0.701,0.579,1
"Scamp5",7.98529326935162e-05,0.219820389590348,0.387,0.304,1
"Angel2",8.11219226048643e-05,0.284462111007505,0.276,0.2,1
"Rp9",8.23298391741957e-05,0.518649535670625,0.338,0.266,1
"Xylt1",8.45440012250677e-05,0.307897231136261,0.375,0.293,1
"Sec61a2",8.52250150263722e-05,0.143209545043879,0.442,0.349,1
"Setd7",8.58174010000492e-05,0.203787616117971,0.419,0.33,1
"Unc13b",8.72782617493044e-05,0.241422701517954,0.523,0.42,1
"Pdzrn4",8.84401861491466e-05,0.655542363871709,0.315,0.24,1
"Sirpa",8.8633599260853e-05,0.379203065761006,0.302,0.224,1
"Zcchc18",8.86657866198903e-05,0.314715172038775,0.458,0.367,1
"Ptbp2",8.89329992911838e-05,0.295819744500751,0.469,0.378,1
"Kcnip2",8.967090439574e-05,0.249029301953805,0.46,0.363,1
"Mpped2",9.09067701707534e-05,0.175434442658706,0.565,0.457,1
"Vps13d",9.23972900488938e-05,0.256870731569748,0.52,0.421,1
"Slc22a17",9.34479638400592e-05,0.141989801134742,0.607,0.495,1
"Snd1",9.40779372390406e-05,0.191041864040739,0.505,0.41,1
"Pdss2",9.4389846009996e-05,0.197007868787194,0.438,0.348,1
"Sv2a",9.59983173440587e-05,0.324934582959416,0.442,0.363,1
"Nrip3",9.60163091487658e-05,0.29147556397657,0.456,0.367,1
"Uggt2",9.63905957633053e-05,0.20694869458832,0.435,0.349,1
"Oxct1",9.65850182813854e-05,0.184869210132184,0.61,0.497,1
"Nxpe3",9.7032156152193e-05,0.233040900895555,0.278,0.21,1
"Pi4ka",9.79287422936591e-05,0.132457807433257,0.636,0.507,1
"Flnb",9.8047864887055e-05,0.141555126931411,0.52,0.417,1
"Syndig1",9.82892742508741e-05,0.278059917344339,0.49,0.381,1
"Pdzd4",9.89752095593052e-05,0.233230688627938,0.456,0.367,1
"Atxn2",9.90558804512172e-05,0.159821466406082,0.54,0.437,1
"Sema6d",9.9958250110986e-05,0.345570230031702,0.404,0.319,1
"Synj1",0.000100070066788744,0.128148503613934,0.632,0.522,1
"Dtx3",0.000100405196112677,0.276017499732927,0.396,0.315,1
"Sertad2",0.000101109464779778,0.356182063599053,0.401,0.319,1
"Arid4a",0.000103949998363799,0.226276606292087,0.45,0.361,1
"Cacna1b",0.000104974980280585,0.2581041317923,0.559,0.461,1
"Vps50",0.000105899307434394,0.250516498462459,0.372,0.289,1
"Fmn2",0.000107337306818638,0.124511259787738,0.629,0.516,1
"Srgap2",0.000108919027660026,0.201800812463451,0.613,0.472,1
"Slc12a5",0.000109661336853267,0.243680054931914,0.49,0.395,1
"Lsm7",0.000110933489244957,0.168976569919483,0.28,0.207,1
"Sfswap",0.000111698563513027,0.193556358995295,0.469,0.383,1
"Skil",0.000112549297934334,0.421752926735818,0.271,0.199,1
"Gria3",0.000112693093736765,0.212301217952752,0.778,0.675,1
"Reck",0.000112700711604937,0.606854748027084,0.273,0.205,1
"Akap13",0.000113983154732966,0.150005911616206,0.539,0.411,1
"Hbs1l",0.00011787755265022,0.390544689847143,0.34,0.269,1
"Atp5h",0.000118830958938162,0.269117709319316,0.503,0.413,1
"Trpm3",0.000118969125351623,-0.338048566986771,0.63,0.657,1
"Dlgap1",0.000119619293506367,-0.209296687294318,0.902,0.915,1
"Ubxn4",0.000120366483073522,0.176541577981832,0.506,0.403,1
"Rtn1",0.000121607824878108,0.207347072025893,0.913,0.833,1
"Pcnx2",0.000122478584988307,0.285834878413403,0.43,0.334,1
"Chd6",0.000124332034547667,0.194046779061026,0.563,0.447,1
"Rps27a",0.000126829515543808,0.250568458363036,0.613,0.51,1
"Rpl18a",0.000127282042183792,0.28468852373068,0.378,0.288,1
"Eml4",0.00012778988635611,0.128828333105447,0.487,0.395,1
"Rogdi",0.000128527353330846,0.256786072422438,0.381,0.299,1
"Ndufaf4",0.000129055164875147,0.448312236792862,0.285,0.214,1
"Rpl15",0.000130225818834947,0.241722361474919,0.536,0.438,1
"Ubp1",0.000130735777627832,0.276276400486837,0.372,0.286,1
"Nedd8",0.000130921013437314,0.351503796401228,0.329,0.248,1
"Cspp1",0.000132027192990419,0.171246050122801,0.572,0.469,1
"S100pbp",0.000132868059049954,0.384317205420139,0.276,0.202,1
"Stx12",0.000133589363935104,0.309687428157322,0.357,0.282,1
"Ep400",0.000134643887548708,0.227345516250572,0.426,0.349,1
"Cpt1c",0.000135031054602729,0.328438375534575,0.426,0.346,1
"mt-Nd3",0.000135287485633255,-0.881601682728583,0.282,0.354,1
"Rsrp1",0.000135488051715627,0.171382864651529,0.703,0.6,1
"Rb1cc1",0.000135572371099437,0.171734925360292,0.562,0.463,1
"Usp14",0.00013910394636747,0.314285047339822,0.411,0.335,1
"Jmjd1c",0.000142825028482685,0.139548255133379,0.719,0.604,1
"Mtif2",0.000144607261388784,0.171535603218465,0.427,0.338,1
"Car10",0.000146183733564225,-0.823462302069637,0.291,0.361,1
"Immp2l",0.000150541963444236,0.187403246687544,0.606,0.5,1
"Spata7",0.000151078111534041,0.148333604607383,0.342,0.262,1
"Acss1",0.000153224530678568,0.594316259824571,0.308,0.244,1
"Tro",0.000153896369172171,0.357436263216985,0.347,0.271,1
"Usp45",0.000154149676041105,0.244244559529567,0.435,0.35,1
"Timm8b",0.000160963479211821,0.604685980429766,0.302,0.228,1
"Tmem245",0.000164366263577976,0.642750475425831,0.291,0.227,1
"Gm26992",0.000165003987109274,0.122239056966925,0.363,0.261,1
"Crim1",0.000166390209598908,0.351266302483002,0.441,0.351,1
"Hacd1",0.000167015163633599,0.408412204298457,0.269,0.198,1
"Arhgap39",0.000167070176057844,0.123010000608734,0.674,0.54,1
"Tpp2",0.000172509714319619,0.346536615719499,0.4,0.319,1
"Zfhx4",0.000173001282852948,0.344688352935429,0.291,0.216,1
"Fhl2",0.000173768678730512,0.4304417223945,0.25,0.184,1
"Vcl",0.000175219329455598,0.375142120852977,0.296,0.226,1
"Klhl22",0.000177390607160923,0.498245199685056,0.306,0.238,1
"Ppp4r4",0.000177821762340019,0.267264362047247,0.374,0.299,1
"Supt16",0.000179331337527038,0.47860085774721,0.254,0.187,1
"Sema3e",0.000179924804609815,-0.657509685110878,0.377,0.442,1
"Rps27",0.000182462837133455,0.274994811583815,0.528,0.443,1
"Arap2",0.000183450837381259,0.172894590003898,0.484,0.376,1
"Mcts1",0.000186383064393704,0.207253537943122,0.314,0.239,1
"5031439G07Rik",0.000190830244507157,0.297353861644663,0.303,0.234,1
"Tgfbr3",0.000196312965824085,0.327654374242435,0.431,0.35,1
"Sec24b",0.000199262885456499,0.201568898045445,0.396,0.311,1
"Pcca",0.000205386556169256,0.161751473953933,0.538,0.429,1
"Chst11",0.000205686132019702,0.24859526212957,0.416,0.33,1
"Reep1",0.00020615764653812,0.20172345086609,0.487,0.396,1
"A830018L16Rik",0.000206226245150129,-0.622770913684937,0.488,0.5,1
"Tgfb2",0.00021077385994099,0.515776714192992,0.297,0.229,1
"Pip5k1a",0.000211619926600656,0.192986558787141,0.503,0.409,1
"Rasa1",0.000214351417318793,0.131613565766971,0.499,0.407,1
"Onecut2",0.000216218282120116,0.300455620874755,0.338,0.266,1
"Arhgef7",0.000221519057661751,0.182724306980022,0.428,0.348,1
"Rai1",0.000225226870753591,0.132440935465935,0.446,0.356,1
"Arhgap26.1",0.000227554035917291,0.254657948701009,0.454,0.365,1
"Mier1",0.00023187944107984,0.119190233616198,0.382,0.3,1
"Sirt7",0.000232963959840611,0.458626223032867,0.255,0.191,1
"Mblac2",0.000235329364939095,0.19414091626586,0.303,0.226,1
"Adam15",0.000236022122182968,0.473599319746186,0.263,0.199,1
"Usp34",0.00023989808919592,0.142445450701151,0.718,0.602,1
"Cadm3",0.000244941964086341,0.172267657455639,0.383,0.297,1
"Nfia",0.000249892425985746,-0.474185228001053,0.678,0.668,1
"Cep83",0.000250229212260256,0.247463877929054,0.363,0.285,1
"Txlng",0.000250687508843715,0.256857443865266,0.385,0.303,1
"Usp22",0.00025107751744225,0.341658897279625,0.306,0.233,1
"Pus10",0.000258581051723647,0.328321052686439,0.263,0.198,1
"Abi1",0.000262788605813105,0.131182554994886,0.611,0.508,1
"Tmem243",0.000273724458226842,0.140545487884861,0.456,0.368,1
"Adar",0.000274674750376754,0.318997415920249,0.375,0.303,1
"Kdm4c",0.000275424290544021,0.132636342705533,0.551,0.448,1
"Pcdh10",0.000277342823678188,0.471801024931578,0.342,0.275,1
"Actn1",0.000283532587635007,0.267449543081437,0.383,0.315,1
"Trio",0.000283925900866491,0.178915160516999,0.705,0.586,1
"Reep2",0.000285507335433418,0.213908270394994,0.311,0.24,1
"Ly6h",0.000290087998731803,0.187029146286451,0.603,0.505,1
"Chchd2",0.000291394540138066,0.237640631159527,0.634,0.534,1
"Fnbp1",0.000292609657958252,-0.900466376466781,0.337,0.407,1
"Trim35",0.000298148638502741,0.262017459196684,0.51,0.422,1
"Sntg1",0.000298856772729606,-0.363238972429636,0.742,0.723,1
"Smarcc1",0.00030535253977568,0.206854316457533,0.352,0.279,1
"Ube2h",0.0003054896736672,0.132120797046957,0.476,0.392,1
"Zdhhc23",0.000306876658634021,0.385394683269699,0.332,0.261,1
"Sil1",0.0003073424767535,0.457411885092856,0.28,0.212,1
"Shank2",0.000310961563598995,0.165652684614503,0.615,0.495,1
"Srsf7",0.000314292853059186,0.139772009819077,0.578,0.478,1
"Rasgrf1",0.000317163054800012,0.15195982803566,0.742,0.657,1
"Rev3l",0.000317254150170296,0.14371917298312,0.621,0.503,1
"Rps21",0.000317318822044373,0.21541609680626,0.57,0.47,1
"Fbxl17",0.000318613739131959,0.11593408065649,0.688,0.57,1
"Atrn",0.000319511927603954,0.170652138685533,0.551,0.444,1
"Sh3rf3",0.000319899221102963,0.148947877848455,0.536,0.422,1
"Mvb12b",0.000320238352418873,0.114973579635011,0.347,0.264,1
"Ndufs4",0.000326887334906659,0.250562076252922,0.479,0.391,1
"Sec22a",0.000329029900901255,0.233146242076229,0.25,0.18,1
"Pdlim7",0.000330049651005059,0.286456133070855,0.381,0.304,1
"Sdcbp",0.000331023138043906,0.299081050846659,0.397,0.317,1
"Bcan",0.000336849069113481,0.548140423816602,0.276,0.209,1
"Ehmt1",0.000340188946977894,0.166281227025802,0.494,0.418,1
"Zer1",0.00034212160233386,0.315882349489899,0.368,0.3,1
"Neo1",0.000343419994637061,0.121007930036665,0.473,0.393,1
"Zmynd11",0.000355055219579938,0.144201433822788,0.578,0.479,1
"Susd4",0.000355301766022894,0.207622744867258,0.529,0.431,1
"Ccny",0.000357804317688842,0.287492759397251,0.512,0.421,1
"Cenpp",0.000358092969502885,0.197680666487928,0.307,0.238,1
"Bri3",0.000358248991219437,0.312032542249581,0.31,0.239,1
"Arl6ip5",0.000360415667816422,0.151132356806181,0.286,0.216,1
"Susd6",0.000362559850686067,0.196052059634249,0.589,0.483,1
"Ogdh",0.000363864957197226,0.220166489490999,0.422,0.347,1
"Xrn1",0.000373676857833255,0.224706127999474,0.495,0.414,1
"Clint1",0.00037391842117644,0.329261650064091,0.407,0.333,1
"Raf1",0.000378989552977139,0.257900174132932,0.378,0.303,1
"Snx27",0.000390911847156382,0.188521856191298,0.362,0.287,1
"Dnaja2",0.000392020045060273,0.105565034403455,0.467,0.383,1
"Prelid3a",0.000398753624043209,0.37165384793856,0.352,0.283,1
"Astn2",0.000410398489927628,0.108939959324777,0.546,0.457,1
"Cabin1",0.000411397099701185,0.168933379599888,0.435,0.35,1
"Ksr2",0.000412642100954892,0.111875391176192,0.584,0.494,1
"Bptf",0.000415675567391338,0.226707973584447,0.508,0.42,1
"Fgfr2",0.0004203837266966,0.217498309667461,0.752,0.658,1
"Gnptg",0.000423051086593047,0.257005575705125,0.293,0.224,1
"Fam110b",0.00042587526144012,0.307711258710292,0.386,0.314,1
"Camsap2",0.000441144877688547,0.282578401633599,0.426,0.345,1
"St7",0.000441480267409589,0.144366990288277,0.565,0.476,1
"Rps25",0.000447478620164062,0.341702731711482,0.383,0.304,1
"Ccnl1",0.000459510617562495,0.169945487109971,0.381,0.308,1
"Ola1",0.000459758606292038,0.237564022921846,0.465,0.391,1
"Gtf3c1",0.000460455928567562,0.401804231029822,0.311,0.246,1
"Dennd4a",0.000468121874904148,0.211739134060334,0.456,0.367,1
"Snrnp70",0.000473029421742578,0.14594657456214,0.744,0.603,1
"Wdr26",0.000490599182955681,0.340952768900543,0.407,0.333,1
"Ube2v2",0.000496236198518523,0.31091491560269,0.345,0.276,1
"Scai",0.000497797045963834,0.220566475871176,0.599,0.503,1
"Spast",0.000498088232473951,0.153058902353145,0.325,0.252,1
"Snap25",0.000502025341995976,0.154713505605558,0.929,0.862,1
"Zfp654",0.000507982574417331,0.206391547679653,0.352,0.28,1
"Psmd1",0.000510675655865125,0.261901407756545,0.381,0.313,1
"Nab1",0.000512664657983457,0.478970191233963,0.274,0.212,1
"Chic2",0.000513484280624017,0.490261349182119,0.281,0.218,1
"Ocrl",0.000518129625260737,0.314372400770148,0.404,0.33,1
"Calm3",0.000523026502300297,0.159947998015961,0.585,0.494,1
"Elmod1",0.000523398128495913,0.187076784044949,0.662,0.571,1
"Cetn3",0.000527688742970354,0.238944629499932,0.299,0.23,1
"Tmem161b",0.000529975011638016,0.224955602227853,0.419,0.345,1
"Lrch3",0.000539150241390185,0.30500662448791,0.438,0.365,1
"Crebzf",0.000541003552636418,0.148868614490543,0.382,0.312,1
"Flrt3",0.000542297777084465,0.21639935362195,0.397,0.329,1
"Ctnnd2",0.000548844025216868,-0.252993301975085,0.786,0.755,1
"Psmd4",0.000569189471132557,0.200523633799532,0.368,0.298,1
"Taok1",0.000571624090024723,0.138806877060228,0.562,0.477,1
"Adam11",0.000573109257509641,0.23296649628706,0.353,0.283,1
"Atxn7",0.000574127725575492,0.134024366371539,0.378,0.308,1
"Pspc1",0.000574577962968053,0.372159253308185,0.394,0.326,1
"Ppp2r2b",0.000582781855882792,0.190752679530932,0.708,0.593,1
"Slc6a15",0.000589484926731284,0.331093435232305,0.347,0.28,1
"Slc4a10",0.000592641549822321,0.184108591302253,0.655,0.544,1
"Phf20",0.000597378557432897,0.156301411986491,0.569,0.457,1
"Mosmo",0.000597897349538288,0.371837507346567,0.355,0.284,1
"Mib1",0.000601705110600093,0.117562660828028,0.559,0.461,1
"Cdc123",0.000602503982262462,0.449907326655082,0.265,0.201,1
"Mllt11",0.000605087516095441,0.133368462038007,0.334,0.262,1
"Prkcz",0.000608029464208775,0.190468948712151,0.413,0.329,1
"Wdr47",0.000623027877695995,0.16952239932543,0.409,0.334,1
"Txndc11",0.000623824908892667,0.384842019238463,0.334,0.265,1
"Las1l",0.000626627509414093,0.323528950096303,0.256,0.194,1
"Dnah9",0.000627240231977865,0.227387679305989,0.475,0.383,1
"Rngtt",0.000628424570781865,0.266113558919863,0.413,0.337,1
"Tent4b",0.00064057844973666,0.266817183583032,0.379,0.313,1
"Slc25a4",0.00064639537064892,0.177983012552256,0.572,0.479,1
"Fmnl2",0.000650683744295116,0.19193822039668,0.544,0.454,1
"Slain1",0.00065396733792402,0.306100603475826,0.319,0.251,1
"Ankrd12",0.000663278773677475,0.228481572426156,0.622,0.524,1
"Ano4",0.000667451097806453,-0.653667707998211,0.443,0.469,1
"Smurf1",0.000672736152694002,0.386990618366014,0.318,0.254,1
"Abi2",0.000675605468768866,0.126994914641713,0.604,0.514,1
"Clasrp",0.00067842906635633,0.434295817118931,0.278,0.217,1
"Gdi2",0.000681315288650329,0.241127179585597,0.366,0.292,1
"Zbtb7a",0.000685773450143202,0.382412936373228,0.261,0.2,1
"Tsc22d2",0.000691370272860509,0.279983987459928,0.405,0.328,1
"Kifc2",0.000698383151301143,0.351383552439983,0.344,0.276,1
"Ndufb8",0.000698523697489368,0.416574316814538,0.308,0.239,1
"Ccdc149",0.000701364293424122,0.307942564584768,0.258,0.198,1
"Impact",0.000702725849632556,0.158948236180679,0.467,0.391,1
"Rpl12",0.000703797625419093,0.274380654662053,0.37,0.291,1
"Elavl2",0.000708623798758488,0.228713853601644,0.538,0.443,1
"Enc1",0.00071831139825209,0.259762246438453,0.503,0.427,1
"Bsg",0.000719514655640244,0.202287649202278,0.423,0.355,1
"Gm10563",0.000722657379586751,0.297732152960345,0.304,0.243,1
"Zfp704",0.000723813745923548,0.123673975591325,0.379,0.307,1
"Slc8a1",0.000731046540140291,0.17714543998393,0.757,0.683,1
"Tmem178b",0.000738433555462608,0.153305043410525,0.707,0.615,1
"Tuba4a",0.000739111164513925,0.233795003055378,0.345,0.271,1
"St6galnac3",0.00073956828010192,-0.175889314163772,0.506,0.399,1
"Klf12",0.000742491439286948,0.132436743512467,0.599,0.497,1
"Orc4",0.000753372776905696,0.201248065484477,0.445,0.375,1
"Porcn",0.000770804337565048,0.383790572460047,0.329,0.261,1
"Braf",0.000770949517523112,0.12867675968438,0.641,0.542,1
"Rc3h2",0.000771045121154074,0.208862908841598,0.461,0.388,1
"Plekha1",0.000771491748273809,0.144533504518558,0.413,0.339,1
"Tspan7",0.0007877049558244,0.242840622532148,0.716,0.615,1
"Babam2",0.000795131761591571,0.146543969709483,0.412,0.333,1
"Nedd4l",0.000798447105400592,0.140664110165083,0.737,0.607,1
"Arhgef26",0.000804118588438184,0.30055865705729,0.417,0.338,1
"Gria1",0.00082283097874897,0.101081481360907,0.958,0.95,1
"Sipa1l3",0.0008251285768238,0.114598022140592,0.632,0.518,1
"Slc25a26",0.000831464306804284,0.188558162640744,0.266,0.204,1
"Rbm39",0.000840425452792671,0.150961254707178,0.783,0.664,1
"Capzb",0.00084053395031587,0.235063318018058,0.432,0.358,1
"Kit",0.000843822517106929,0.406812137811666,0.267,0.204,1
"Ptprs",0.000844163420427104,0.150269743570972,0.705,0.592,1
"Rras2",0.000847242504466239,0.111695392615952,0.322,0.252,1
"Ewsr1",0.000849429220325249,0.116920090274623,0.512,0.418,1
"Chuk",0.000864295102343129,0.143647310898284,0.352,0.286,1
"Ahi1",0.000869805919887635,0.113818255368117,0.739,0.619,1
"Mrps5",0.000872890147681629,0.230416621785771,0.355,0.283,1
"Slc16a4",0.000873925668724267,0.462065003647992,0.27,0.216,1
"Fam92a",0.000875624998315035,0.689060525101992,0.291,0.237,1
"Nsmaf",0.00087628054540695,0.36333225903233,0.266,0.207,1
"Camk1d",0.000883045184638515,0.151194897600664,0.87,0.788,1
"Ttc7b",0.000888273610208593,0.237394325298819,0.482,0.402,1
"Tmx4",0.000898744347078978,0.153636540252924,0.508,0.42,1
"Psma3",0.00089982365734781,0.176930147035174,0.523,0.434,1
"Kdm5b",0.000903736106662383,0.13769620842153,0.435,0.351,1
"Klhdc10",0.000906241568634496,0.184981235570957,0.523,0.434,1
"Cadps2",0.000907957063515722,0.171271782429629,0.419,0.339,1
"Cck",0.000911831914958901,0.144685691508506,0.798,0.679,1
"Trpc5",0.000913435823314575,0.283276691597155,0.587,0.474,1
"Nr2c2",0.000918071857594884,0.208238241309587,0.419,0.346,1
"St13",0.000922838295488538,0.186454223814028,0.387,0.319,1
"Selenom",0.000925685727788561,0.308959883608261,0.405,0.336,1
"Tln2",0.00095312888794211,0.246445972672111,0.42,0.339,1
"Asb3",0.000967952513204714,0.118161643304243,0.479,0.391,1
"Amy1",0.000972726758018404,0.101334925079846,0.333,0.26,1
"Orc2",0.000974956810906947,0.368486037061465,0.314,0.251,1
"Rplp1",0.000979133238868572,0.110225539358472,0.779,0.668,1
"Tango2",0.000980261210142625,0.146683607221282,0.404,0.323,1
"Lekr1",0.000981203477740824,0.448811481721336,0.299,0.235,1
"Tet2",0.00098219716802126,0.305380518984631,0.329,0.264,1
"Eif4g3",0.000983795289357766,0.115638296795442,0.611,0.514,1
"Nphp4",0.000985028589798783,0.374950569711824,0.329,0.271,1
"Htt",0.000985620090258006,0.137446387776829,0.482,0.392,1
"Ppp1r2",0.00100072037950358,0.43207392361763,0.307,0.245,1
"Fchsd2",0.00101910863923715,0.330543786677453,0.393,0.33,1
"Rhof",0.00102172837124074,0.430897961087772,0.252,0.198,1
"Ino80d",0.00102907182594797,0.279570766692068,0.377,0.305,1
"Lars",0.00102914503255081,0.191884621160893,0.396,0.327,1
"Wdfy2",0.00104726552432725,0.346125966499416,0.362,0.295,1
"Tecr",0.00104972104067892,0.129172751655874,0.517,0.436,1
"Arpc3",0.00105353049796974,0.188186183212723,0.453,0.382,1
"Rpsa",0.00106243935288184,0.115281502876677,0.458,0.37,1
"Clip4",0.00107386399672098,0.282921453204696,0.276,0.215,1
"Kpna3",0.00107523750907544,0.112209791396755,0.461,0.383,1
"Lamc1",0.00108368158453895,0.213021217981564,0.261,0.202,1
"Nup214",0.00110628764458857,0.364717049837619,0.297,0.241,1
"Mrps26",0.00110806216283702,0.230689558448399,0.281,0.221,1
"Neurod2",0.00111102819009203,0.192718595254726,0.435,0.361,1
"Inf2",0.00111476862908468,0.233582116607898,0.407,0.332,1
"Pitpna",0.0011198141678944,0.117276800800418,0.508,0.429,1
"Gnl3",0.00113393749055197,0.351629236539628,0.289,0.229,1
"Agk",0.00114120143838543,0.220844529877957,0.302,0.239,1
"Cdc40",0.00114146202192905,0.147211227789359,0.553,0.457,1
"Atp1b1",0.00115252759968361,0.166165873854217,0.892,0.8,1
"Maco1",0.00115328559746633,0.216047660424514,0.412,0.333,1
"Camkv",0.00116497928019559,0.145929869065973,0.569,0.465,1
"Aopep",0.00119164124091298,0.170598061343275,0.637,0.553,1
"Ncor1",0.00120641636971258,0.143418414516535,0.709,0.603,1
"Capn15",0.00121028397904825,0.247449395769544,0.333,0.272,1
"Phc3",0.00121717152387561,0.157298808759167,0.43,0.35,1
"Tra2a",0.00122067410768279,0.124463242675094,0.637,0.521,1
"Nrbp2",0.00122867154833088,0.403238178070162,0.258,0.199,1
"Nptxr",0.00123466609871322,0.183158319213992,0.416,0.336,1
"Rpl6",0.00123973036428325,0.198364906683657,0.468,0.391,1
"Ptprj",0.00126101642825775,0.201511764671404,0.693,0.564,1
"Iqgap1",0.00127725481401523,0.47432059257469,0.273,0.215,1
"Atp5d",0.00129955983512717,0.336592327566495,0.307,0.241,1
"Hacd2",0.00132354440028467,0.285031787469855,0.397,0.338,1
"Upf2",0.00132566739602952,0.153686068652142,0.409,0.345,1
"Tmem260",0.00132839770352752,0.263823323958464,0.263,0.201,1
"Cacng7",0.00133236450339972,0.317510079717415,0.3,0.242,1
"Sumo1",0.00133305176034281,0.145542754719583,0.437,0.361,1
"Uvrag",0.00133424655112676,0.101707034359209,0.529,0.434,1
"Senp2",0.00133426346835995,0.173200669165815,0.321,0.256,1
"Mysm1",0.00133604768732571,0.314327588721823,0.416,0.348,1
"Tacc1",0.00138965647016584,0.145765342608564,0.4,0.328,1
"Kif5b",0.00139926305536236,0.108370021506859,0.547,0.454,1
"Ube4a",0.00141527490762139,0.212697105259897,0.352,0.29,1
"Dennd6a",0.00142033694589427,0.163595178857077,0.362,0.302,1
"Rps6kb2",0.00146047549927859,0.372587641238337,0.273,0.218,1
"Bmpr1a",0.00146647009619859,0.393302827349529,0.363,0.304,1
"Arid4b",0.00148394714756403,0.182472077126031,0.551,0.476,1
"Rnpc3",0.00148411578622716,0.289853934260836,0.315,0.255,1
"Ppp3cc",0.00148928316080599,0.218516777565926,0.292,0.232,1
"Mtor",0.00150599408053124,0.177435694237176,0.312,0.256,1
"Trappc8",0.0015176914446924,0.147765433711427,0.392,0.321,1
"Clip1",0.00154401006056851,0.165073902780487,0.584,0.481,1
"Pds5b",0.00154666208140102,0.139871116875859,0.488,0.4,1
"Mapk8ip3",0.00155088537855635,0.191922579690377,0.464,0.385,1
